"","category","over_represented_pvalue","term","ontology"
"11997","GO:0046488",0.017009194239694,"phosphatidylinositol metabolic process","BP"
"3181","GO:0006665",0.0170276221736786,"sphingolipid metabolic process","BP"
"12756","GO:0048857",0.0170282252149638,"neural nucleus development","BP"
"9718","GO:0035933",0.0170322952117486,"glucocorticoid secretion","BP"
"19652","GO:1904063",0.0170733471342929,"negative regulation of cation transmembrane transport","BP"
"18907","GO:1902514",0.0170881513128475,"regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","BP"
"9457","GO:0035494",0.0171012880296892,"SNARE complex disassembly","BP"
"8961","GO:0034284",0.017120861487483,"response to monosaccharide","BP"
"4681","GO:0010662",0.017130778979506,"regulation of striated muscle cell apoptotic process","BP"
"12985","GO:0050829",0.0171337939598572,"defense response to Gram-negative bacterium","BP"
"9657","GO:0035814",0.0172624662839301,"negative regulation of renal sodium excretion","BP"
"14732","GO:0061614",0.0173428949505977,"pri-miRNA transcription by RNA polymerase II","BP"
"3537","GO:0007263",0.0173488817315081,"nitric oxide mediated signal transduction","BP"
"20583","GO:1990144",0.0173642448506625,"intrinsic apoptotic signaling pathway in response to hypoxia","BP"
"15147","GO:0070365",0.0173794003283734,"hepatocyte differentiation","BP"
"8866","GO:0034105",0.0174463733290684,"positive regulation of tissue remodeling","BP"
"12478","GO:0048245",0.0175681918651488,"eosinophil chemotaxis","BP"
"10510","GO:0042742",0.0175760311120814,"defense response to bacterium","BP"
"12080","GO:0046642",0.0176573126045564,"negative regulation of alpha-beta T cell proliferation","BP"
"6399","GO:0019730",0.0177896240205405,"antimicrobial humoral response","BP"
"11368","GO:0045026",0.0177975385737037,"plasma membrane fusion","BP"
"17396","GO:0098814",0.0178037891435007,"spontaneous synaptic transmission","BP"
"20969","GO:2000193",0.0178056342072499,"positive regulation of fatty acid transport","BP"
"4643","GO:0010612",0.0178488849639307,"regulation of cardiac muscle adaptation","BP"
"19220","GO:1903242",0.0178488849639307,"regulation of cardiac muscle hypertrophy in response to stress","BP"
"17877","GO:0106106",0.0178634489925426,"cold-induced thermogenesis","BP"
"17981","GO:0120161",0.0178634489925426,"regulation of cold-induced thermogenesis","BP"
"3150","GO:0006625",0.0178848907185474,"protein targeting to peroxisome","BP"
"16344","GO:0072662",0.0178848907185474,"protein localization to peroxisome","BP"
"16345","GO:0072663",0.0178848907185474,"establishment of protein localization to peroxisome","BP"
"924","GO:0002291",0.0179154201963528,"T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","BP"
"11559","GO:0045582",0.0179419914789067,"positive regulation of T cell differentiation","BP"
"8464","GO:0032941",0.0179897220755326,"secretion by tissue","BP"
"10262","GO:0042246",0.0179945176633461,"tissue regeneration","BP"
"21175","GO:2000551",0.0180551891990446,"regulation of T-helper 2 cell cytokine production","BP"
"13964","GO:0060158",0.0180625732430938,"phospholipase C-activating dopamine receptor signaling pathway","BP"
"11006","GO:0043650",0.0180657664978405,"dicarboxylic acid biosynthetic process","BP"
"19282","GO:1903367",0.0180770662483754,"positive regulation of fear response","BP"
"21384","GO:2000987",0.0180770662483754,"positive regulation of behavioral fear response","BP"
"10910","GO:0043501",0.0180786364281489,"skeletal muscle adaptation","BP"
"6404","GO:0019747",0.0181557136981791,"regulation of isoprenoid metabolic process","BP"
"12070","GO:0046632",0.018216462604221,"alpha-beta T cell differentiation","BP"
"1319","GO:0003057",0.0182412469787637,"regulation of the force of heart contraction by chemical signal","BP"
"8675","GO:0033366",0.0182470971172538,"protein localization to secretory granule","BP"
"6104","GO:0018198",0.0182699246322591,"peptidyl-cysteine modification","BP"
"13824","GO:0055083",0.0182801295508291,"monovalent inorganic anion homeostasis","BP"
"7927","GO:0032098",0.018334181705427,"regulation of appetite","BP"
"2785","GO:0006071",0.0183419580741079,"glycerol metabolic process","BP"
"2821","GO:0006122",0.0183748227839306,"mitochondrial electron transport, ubiquinol to cytochrome c","BP"
"6864","GO:0023021",0.0185696608701581,"termination of signal transduction","BP"
"10194","GO:0042063",0.0186110235267596,"gliogenesis","BP"
"20","GO:0000038",0.0186158336417049,"very long-chain fatty acid metabolic process","BP"
"9655","GO:0035812",0.0186336364113547,"renal sodium excretion","BP"
"1339","GO:0003100",0.0186880958568116,"regulation of systemic arterial blood pressure by endothelin","BP"
"10203","GO:0042092",0.0187477953815242,"type 2 immune response","BP"
"19242","GO:1903297",0.0188708900919939,"regulation of hypoxia-induced intrinsic apoptotic signaling pathway","BP"
"19243","GO:1903298",0.0188708900919939,"negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway","BP"
"1126","GO:0002673",0.0188737144797931,"regulation of acute inflammatory response","BP"
"2792","GO:0006085",0.0189358313261602,"acetyl-CoA biosynthetic process","BP"
"8260","GO:0032616",0.0190690335292151,"interleukin-13 production","BP"
"4983","GO:0014068",0.0190796409883266,"positive regulation of phosphatidylinositol 3-kinase signaling","BP"
"2805","GO:0006104",0.0191057463540249,"succinyl-CoA metabolic process","BP"
"635","GO:0001836",0.0191221010015356,"release of cytochrome c from mitochondria","BP"
"12141","GO:0046813",0.0191236298037808,"receptor-mediated virion attachment to host cell","BP"
"11826","GO:0046058",0.0191278311683382,"cAMP metabolic process","BP"
"10513","GO:0042745",0.0191390121717518,"circadian sleep/wake cycle","BP"
"3208","GO:0006699",0.0191797969615438,"bile acid biosynthetic process","BP"
"7908","GO:0032060",0.0191982133060669,"bleb assembly","BP"
"11450","GO:0045187",0.019279078516173,"regulation of circadian sleep/wake cycle, sleep","BP"
"3467","GO:0007160",0.0193495559062721,"cell-matrix adhesion","BP"
"7016","GO:0030217",0.0193519454915577,"T cell differentiation","BP"
"15577","GO:0071222",0.0194173386187205,"cellular response to lipopolysaccharide","BP"
"14152","GO:0060419",0.0194517071733849,"heart growth","BP"
"14454","GO:0060973",0.0194779064982631,"cell migration involved in heart development","BP"
"18591","GO:1901654",0.0194914497111048,"response to ketone","BP"
"2757","GO:0006030",0.0194949311677302,"chitin metabolic process","BP"
"2758","GO:0006032",0.0194949311677302,"chitin catabolic process","BP"
"5289","GO:0015670",0.0194976010350568,"carbon dioxide transport","BP"
"18563","GO:1901607",0.0195377783608308,"alpha-amino acid biosynthetic process","BP"
"3068","GO:0006531",0.0195608181007981,"aspartate metabolic process","BP"
"18376","GO:1901032",0.0195618272296415,"negative regulation of response to reactive oxygen species","BP"
"19199","GO:1903206",0.0195618272296415,"negative regulation of hydrogen peroxide-induced cell death","BP"
"18945","GO:1902616",0.0196773512640269,"acyl carnitine transmembrane transport","BP"
"2791","GO:0006084",0.0196969416765183,"acetyl-CoA metabolic process","BP"
"13000","GO:0050856",0.0197158850057669,"regulation of T cell receptor signaling pathway","BP"
"4356","GO:0009593",0.0197519727547699,"detection of chemical stimulus","BP"
"3220","GO:0006720",0.020006690607343,"isoprenoid metabolic process","BP"
"9052","GO:0034446",0.0200122244345606,"substrate adhesion-dependent cell spreading","BP"
"1170","GO:0002718",0.0200431030830039,"regulation of cytokine production involved in immune response","BP"
"13263","GO:0051271",0.0200892243940105,"negative regulation of cellular component movement","BP"
"1400","GO:0003206",0.0201151990505644,"cardiac chamber morphogenesis","BP"
"9208","GO:0034756",0.0201794706485745,"regulation of iron ion transport","BP"
"5331","GO:0015755",0.0202035671158484,"fructose transmembrane transport","BP"
"8296","GO:0032680",0.0203136086026283,"regulation of tumor necrosis factor production","BP"
"20145","GO:1905063",0.0203867402194564,"regulation of vascular associated smooth muscle cell differentiation","BP"
"18132","GO:0150077",0.0204485432158062,"regulation of neuroinflammatory response","BP"
"21347","GO:2000833",0.0204784283176909,"positive regulation of steroid hormone secretion","BP"
"679","GO:0001909",0.0204954146930855,"leukocyte mediated cytotoxicity","BP"
"20953","GO:2000169",0.0205174635724947,"regulation of peptidyl-cysteine S-nitrosylation","BP"
"11702","GO:0045824",0.0205527978266434,"negative regulation of innate immune response","BP"
"534","GO:0001678",0.0205560419583166,"cellular glucose homeostasis","BP"
"16983","GO:0097178",0.020556803571471,"ruffle assembly","BP"
"13441","GO:0051606",0.0205580790015877,"detection of stimulus","BP"
"3250","GO:0006775",0.0205639413017395,"fat-soluble vitamin metabolic process","BP"
"13085","GO:0050996",0.0206083825758629,"positive regulation of lipid catabolic process","BP"
"6669","GO:0021782",0.0206146199343855,"glial cell development","BP"
"12123","GO:0046718",0.0206429768003118,"viral entry into host cell","BP"
"18327","GO:1900451",0.0206510778071814,"positive regulation of glutamate receptor signaling pathway","BP"
"653","GO:0001865",0.0206965755586878,"NK T cell differentiation","BP"
"17440","GO:0098884",0.0207507503338771,"postsynaptic neurotransmitter receptor internalization","BP"
"18065","GO:0140239",0.0207507503338771,"postsynaptic endocytosis","BP"
"4334","GO:0009435",0.0207816882157245,"NAD biosynthetic process","BP"
"1067","GO:0002541",0.0208234403178569,"activation of plasma proteins involved in acute inflammatory response","BP"
"17338","GO:0098711",0.0210098296526081,"iron ion import across plasma membrane","BP"
"16444","GO:0086002",0.0210813349387272,"cardiac muscle cell action potential involved in contraction","BP"
"4324","GO:0009404",0.0210929261211461,"toxin metabolic process","BP"
"13368","GO:0051459",0.0210947016020385,"regulation of corticotropin secretion","BP"
"7177","GO:0030534",0.0211194891748538,"adult behavior","BP"
"14079","GO:0060331",0.0211295213851665,"negative regulation of response to interferon-gamma","BP"
"14084","GO:0060336",0.0211295213851665,"negative regulation of interferon-gamma-mediated signaling pathway","BP"
"4587","GO:0010510",0.0211521903337579,"regulation of acetyl-CoA biosynthetic process from pyruvate","BP"
"12977","GO:0050812",0.0211521903337579,"regulation of acyl-CoA biosynthetic process","BP"
"11984","GO:0046470",0.021221995583388,"phosphatidylcholine metabolic process","BP"
"14664","GO:0061448",0.0212721785850617,"connective tissue development","BP"
"19381","GO:1903556",0.0212997867131226,"negative regulation of tumor necrosis factor superfamily cytokine production","BP"
"6994","GO:0030194",0.0213045010052451,"positive regulation of blood coagulation","BP"
"18180","GO:1900048",0.0213045010052451,"positive regulation of hemostasis","BP"
"901","GO:0002254",0.0213051301594905,"kinin cascade","BP"
"958","GO:0002353",0.0213051301594905,"plasma kallikrein-kinin cascade","BP"
"326","GO:0000904",0.0214241370900669,"cell morphogenesis involved in differentiation","BP"
"3176","GO:0006660",0.0214506026125312,"phosphatidylserine catabolic process","BP"
"4633","GO:0010596",0.0214837262939849,"negative regulation of endothelial cell migration","BP"
"5483","GO:0016052",0.021509423426705,"carbohydrate catabolic process","BP"
"7719","GO:0031649",0.0215139034950851,"heat generation","BP"
"1161","GO:0002709",0.0216259132658847,"regulation of T cell mediated immunity","BP"
"4676","GO:0010657",0.0216551855025089,"muscle cell apoptotic process","BP"
"14990","GO:0070098",0.0217120460211798,"chemokine-mediated signaling pathway","BP"
"5362","GO:0015813",0.021736297971839,"L-glutamate transmembrane transport","BP"
"11586","GO:0045621",0.0217482917102402,"positive regulation of lymphocyte differentiation","BP"
"2788","GO:0006081",0.0217877684734115,"cellular aldehyde metabolic process","BP"
"15732","GO:0071470",0.0218803034298768,"cellular response to osmotic stress","BP"
"3081","GO:0006544",0.0219001925671084,"glycine metabolic process","BP"
"6992","GO:0030185",0.0219068043715049,"nitric oxide transport","BP"
"8401","GO:0032835",0.0219130866547037,"glomerulus development","BP"
"8395","GO:0032823",0.0219463041063533,"regulation of natural killer cell differentiation","BP"
"14810","GO:0061760",0.0219524572647415,"antifungal innate immune response","BP"
"4328","GO:0009409",0.0220239510885859,"response to cold","BP"
"19537","GO:1903852",0.0220334954099935,"positive regulation of cristae formation","BP"
"8170","GO:0032480",0.0220341267571884,"negative regulation of type I interferon production","BP"
"9593","GO:0035710",0.022103890593032,"CD4-positive, alpha-beta T cell activation","BP"
"1062","GO:0002534",0.0221881250026362,"cytokine production involved in inflammatory response","BP"
"11950","GO:0046390",0.022242870485599,"ribose phosphate biosynthetic process","BP"
"13244","GO:0051248",0.0223911950373349,"negative regulation of protein metabolic process","BP"
"11387","GO:0045064",0.0225204755570781,"T-helper 2 cell differentiation","BP"
"697","GO:0001933",0.0225298475750851,"negative regulation of protein phosphorylation","BP"
"18297","GO:1900271",0.0225366579743475,"regulation of long-term synaptic potentiation","BP"
"96","GO:0000187",0.0226201574484625,"activation of MAPK activity","BP"
"3645","GO:0007589",0.0226521667797017,"body fluid secretion","BP"
"6267","GO:0019233",0.0226877168578896,"sensory perception of pain","BP"
"6930","GO:0030101",0.0227810073970646,"natural killer cell activation","BP"
"16735","GO:0090322",0.0227870286155694,"regulation of superoxide metabolic process","BP"
"13955","GO:0060142",0.0228614166759986,"regulation of syncytium formation by plasma membrane fusion","BP"
"10517","GO:0042749",0.0229340816377189,"regulation of circadian sleep/wake cycle","BP"
"6320","GO:0019401",0.0230410212849712,"alditol biosynthetic process","BP"
"15636","GO:0071326",0.0233626388380091,"cellular response to monosaccharide stimulus","BP"
"15638","GO:0071331",0.0233626388380091,"cellular response to hexose stimulus","BP"
"19454","GO:1903708",0.0233668491796709,"positive regulation of hemopoiesis","BP"
"6318","GO:0019395",0.0234216272350119,"fatty acid oxidation","BP"
"6392","GO:0019695",0.0234868836151337,"choline metabolic process","BP"
"13913","GO:0060068",0.0236179187539245,"vagina development","BP"
"16282","GO:0072523",0.0236550872613765,"purine-containing compound catabolic process","BP"
"4645","GO:0010614",0.0237113482056669,"negative regulation of cardiac muscle hypertrophy","BP"
"14457","GO:0060976",0.0237771889668512,"coronary vasculature development","BP"
"6319","GO:0019400",0.0237838175853798,"alditol metabolic process","BP"
"11681","GO:0045780",0.0238881766274805,"positive regulation of bone resorption","BP"
"12162","GO:0046852",0.0238881766274805,"positive regulation of bone remodeling","BP"
"4254","GO:0009214",0.0239012434076575,"cyclic nucleotide catabolic process","BP"
"8669","GO:0033344",0.0239230738272576,"cholesterol efflux","BP"
"6307","GO:0019370",0.0239545044581534,"leukotriene biosynthetic process","BP"
"3170","GO:0006654",0.0240227169905584,"phosphatidic acid biosynthetic process","BP"
"15952","GO:0071872",0.0240436236585451,"cellular response to epinephrine stimulus","BP"
"10851","GO:0043393",0.0240595370215915,"regulation of protein binding","BP"
"6639","GO:0021700",0.0242796295997738,"developmental maturation","BP"
"13067","GO:0050953",0.0243066172193027,"sensory perception of light stimulus","BP"
"19347","GO:1903510",0.0243078209404388,"mucopolysaccharide metabolic process","BP"
"6468","GO:0019883",0.0243098890899006,"antigen processing and presentation of endogenous antigen","BP"
"10780","GO:0043267",0.0243122979721984,"negative regulation of potassium ion transport","BP"
"4610","GO:0010559",0.0243586816432861,"regulation of glycoprotein biosynthetic process","BP"
"12923","GO:0050714",0.0244583394731994,"positive regulation of protein secretion","BP"
"3623","GO:0007520",0.0244819399972018,"myoblast fusion","BP"
"5613","GO:0016311",0.0244908266701962,"dephosphorylation","BP"
"1374","GO:0003170",0.0245626206370057,"heart valve development","BP"
"9833","GO:0036149",0.0246202778288651,"phosphatidylinositol acyl-chain remodeling","BP"
"12047","GO:0046597",0.0246791276819846,"negative regulation of viral entry into host cell","BP"
"3398","GO:0007015",0.0248056620620886,"actin filament organization","BP"
"3023","GO:0006470",0.0249008127707279,"protein dephosphorylation","BP"
"4838","GO:0010887",0.0249251239149979,"negative regulation of cholesterol storage","BP"
"11584","GO:0045619",0.0249756529528597,"regulation of lymphocyte differentiation","BP"
"14168","GO:0060439",0.0250058801507747,"trachea morphogenesis","BP"
"9698","GO:0035902",0.025006870983588,"response to immobilization stress","BP"
"8392","GO:0032816",0.0251937601711155,"positive regulation of natural killer cell activation","BP"
"13122","GO:0051043",0.0252017827547522,"regulation of membrane protein ectodomain proteolysis","BP"
"13012","GO:0050868",0.0252277448945167,"negative regulation of T cell activation","BP"
"20251","GO:1905314",0.025233981166891,"semi-lunar valve development","BP"
"4337","GO:0009438",0.0253121256291422,"methylglyoxal metabolic process","BP"
"19044","GO:1902904",0.0253285350215197,"negative regulation of supramolecular fiber organization","BP"
"13602","GO:0051938",0.0253294102027903,"L-glutamate import","BP"
"20697","GO:1990504",0.0253305307886291,"dense core granule exocytosis","BP"
"4030","GO:0008628",0.0253374222895638,"hormone-mediated apoptotic signaling pathway","BP"
"3538","GO:0007264",0.025365426000405,"small GTPase mediated signal transduction","BP"
"10537","GO:0042776",0.0253760017633739,"mitochondrial ATP synthesis coupled proton transport","BP"
"8294","GO:0032675",0.025565127085013,"regulation of interleukin-6 production","BP"
"3883","GO:0008360",0.0256419823670381,"regulation of cell shape","BP"
"20085","GO:1904950",0.0256839138176773,"negative regulation of establishment of protein localization","BP"
"21470","GO:2001225",0.0256915621135978,"regulation of chloride transport","BP"
"4246","GO:0009205",0.0257391261503624,"purine ribonucleoside triphosphate metabolic process","BP"
"6809","GO:0022410",0.0257632222304933,"circadian sleep/wake cycle process","BP"
"4710","GO:0010720",0.02577228450681,"positive regulation of cell development","BP"
"16157","GO:0072216",0.0258288361639688,"positive regulation of metanephros development","BP"
"16632","GO:0090184",0.0258720192305095,"positive regulation of kidney development","BP"
"7986","GO:0032225",0.0259539817809887,"regulation of synaptic transmission, dopaminergic","BP"
"4647","GO:0010616",0.0260686004290269,"negative regulation of cardiac muscle adaptation","BP"
"19221","GO:1903243",0.0260686004290269,"negative regulation of cardiac muscle hypertrophy in response to stress","BP"
"3177","GO:0006661",0.0261381606213572,"phosphatidylinositol biosynthetic process","BP"
"781","GO:0002043",0.0261398031698845,"blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP"
"12759","GO:0048861",0.0261758800622513,"leukemia inhibitory factor signaling pathway","BP"
"763","GO:0002024",0.0261782617898076,"diet induced thermogenesis","BP"
"21006","GO:2000272",0.0262291015529863,"negative regulation of signaling receptor activity","BP"
"9043","GO:0034433",0.0262877551096294,"steroid esterification","BP"
"9044","GO:0034434",0.0262877551096294,"sterol esterification","BP"
"9045","GO:0034435",0.0262877551096294,"cholesterol esterification","BP"
"9439","GO:0035455",0.0263119488080642,"response to interferon-alpha","BP"
"8270","GO:0032635",0.0263120105045846,"interleukin-6 production","BP"
"7577","GO:0031399",0.0263211162738869,"regulation of protein modification process","BP"
"11405","GO:0045110",0.0263841128745657,"intermediate filament bundle assembly","BP"
"13102","GO:0051017",0.0265502305709399,"actin filament bundle assembly","BP"
"13215","GO:0051180",0.0265779879133194,"vitamin transport","BP"
"26","GO:0000052",0.0266830484286723,"citrulline metabolic process","BP"
"1380","GO:0003177",0.0267536128291637,"pulmonary valve development","BP"
"11930","GO:0046339",0.0269923125836442,"diacylglycerol metabolic process","BP"
"4860","GO:0010915",0.0270616787888458,"regulation of very-low-density lipoprotein particle clearance","BP"
"4861","GO:0010916",0.0270616787888458,"negative regulation of very-low-density lipoprotein particle clearance","BP"
"19120","GO:1903035",0.0270923986787723,"negative regulation of response to wounding","BP"
"5395","GO:0015867",0.0272462427884825,"ATP transport","BP"
"12974","GO:0050808",0.0273113741296447,"synapse organization","BP"
"17699","GO:0099590",0.0273544719269923,"neurotransmitter receptor internalization","BP"
"16453","GO:0086011",0.0274540404694699,"membrane repolarization during action potential","BP"
"14488","GO:0061025",0.0274634984270294,"membrane fusion","BP"
"11809","GO:0046031",0.02747074942368,"ADP metabolic process","BP"
"19121","GO:1903036",0.02769400563844,"positive regulation of response to wounding","BP"
"13311","GO:0051349",0.0277433734147848,"positive regulation of lyase activity","BP"
"7507","GO:0031281",0.0277865063371806,"positive regulation of cyclase activity","BP"
"3600","GO:0007422",0.0277910508654491,"peripheral nervous system development","BP"
"10697","GO:0043129",0.0279013494722642,"surfactant homeostasis","BP"
"3413","GO:0007035",0.0279540137579619,"vacuolar acidification","BP"
"16631","GO:0090183",0.0280234871787458,"regulation of kidney development","BP"
"21479","GO:2001238",0.0280305265545351,"positive regulation of extrinsic apoptotic signaling pathway","BP"
"4905","GO:0010975",0.0280679685671392,"regulation of neuron projection development","BP"
"5028","GO:0014821",0.0280788588769722,"phasic smooth muscle contraction","BP"
"15640","GO:0071333",0.0281936070974025,"cellular response to glucose stimulus","BP"
"2755","GO:0006027",0.0282750434834355,"glycosaminoglycan catabolic process","BP"
"1175","GO:0002726",0.0283105962868896,"positive regulation of T cell cytokine production","BP"
"13274","GO:0051289",0.0283675591065429,"protein homotetramerization","BP"
"20285","GO:1905383",0.0283684584145838,"protein localization to presynapse","BP"
"713","GO:0001952",0.0284156743464142,"regulation of cell-matrix adhesion","BP"
"13271","GO:0051284",0.0284871427009386,"positive regulation of sequestering of calcium ion","BP"
"3058","GO:0006520",0.0285628719474657,"cellular amino acid metabolic process","BP"
"9874","GO:0036295",0.0287430087350261,"cellular response to increased oxygen levels","BP"
"15752","GO:0071496",0.0288979894255298,"cellular response to external stimulus","BP"
"7840","GO:0031953",0.0288988217655836,"negative regulation of protein autophosphorylation","BP"
"12684","GO:0048699",0.0289178198317216,"generation of neurons","BP"
"11058","GO:0043950",0.0289189467002433,"positive regulation of cAMP-mediated signaling","BP"
"12983","GO:0050820",0.0289968858938281,"positive regulation of coagulation","BP"
"10684","GO:0043112",0.0290393700645468,"receptor metabolic process","BP"
"8473","GO:0032959",0.029064428601528,"inositol trisphosphate biosynthetic process","BP"
"15929","GO:0071825",0.0291463625331406,"protein-lipid complex subunit organization","BP"
"10393","GO:0042487",0.0291513837939621,"regulation of odontogenesis of dentin-containing tooth","BP"
"4682","GO:0010663",0.0291513945319925,"positive regulation of striated muscle cell apoptotic process","BP"
"4685","GO:0010666",0.0291513945319925,"positive regulation of cardiac muscle cell apoptotic process","BP"
"20705","GO:1990535",0.0292887025143112,"neuron projection maintenance","BP"
"736","GO:0001976",0.0293037151051563,"nervous system process involved in regulation of systemic arterial blood pressure","BP"
"2856","GO:0006198",0.0293539130734588,"cAMP catabolic process","BP"
"8791","GO:0033762",0.0294232031822436,"response to glucagon","BP"
"13953","GO:0060137",0.0294488734082506,"maternal process involved in parturition","BP"
"4677","GO:0010658",0.0294585000550382,"striated muscle cell apoptotic process","BP"
"9013","GO:0034381",0.0294796871462682,"plasma lipoprotein particle clearance","BP"
"4855","GO:0010907",0.0295521586839095,"positive regulation of glucose metabolic process","BP"
"665","GO:0001885",0.0296320785054372,"endothelial cell development","BP"
"6309","GO:0019372",0.0296668798082554,"lipoxygenase pathway","BP"
"14067","GO:0060315",0.0298330113077039,"negative regulation of ryanodine-sensitive calcium-release channel activity","BP"
"8482","GO:0032970",0.0298429782738982,"regulation of actin filament-based process","BP"
"3301","GO:0006862",0.0298972810331821,"nucleotide transport","BP"
"4332","GO:0009415",0.0299590852689483,"response to water","BP"
"21476","GO:2001235",0.0299673486568534,"positive regulation of apoptotic signaling pathway","BP"
"5038","GO:0014832",0.0299815848508845,"urinary bladder smooth muscle contraction","BP"
"5047","GO:0014848",0.0299815848508845,"urinary tract smooth muscle contraction","BP"
"15880","GO:0071702",0.0300242194355282,"organic substance transport","BP"
"17468","GO:0098915",0.0300252423766354,"membrane repolarization during ventricular cardiac muscle cell action potential","BP"
"15211","GO:0070472",0.0306533067962416,"regulation of uterine smooth muscle contraction","BP"
"19398","GO:1903580",0.030689714753441,"positive regulation of ATP metabolic process","BP"
"11986","GO:0046473",0.0307301310982711,"phosphatidic acid metabolic process","BP"
"21099","GO:2000401",0.030844912927921,"regulation of lymphocyte migration","BP"
"19606","GO:1903979",0.0309299399116979,"negative regulation of microglial cell activation","BP"
"16290","GO:0072531",0.030967628238731,"pyrimidine-containing compound transmembrane transport","BP"
"12479","GO:0048246",0.0310074158646958,"macrophage chemotaxis","BP"
"10773","GO:0043255",0.0310338669602807,"regulation of carbohydrate biosynthetic process","BP"
"15625","GO:0071312",0.0310886350994612,"cellular response to alkaloid","BP"
"16718","GO:0090303",0.0310934277388798,"positive regulation of wound healing","BP"
"7310","GO:0030890",0.0311732240218124,"positive regulation of B cell proliferation","BP"
"16742","GO:0090330",0.0311989730438698,"regulation of platelet aggregation","BP"
"9706","GO:0035914",0.0313404163860262,"skeletal muscle cell differentiation","BP"
"1274","GO:0002921",0.0314111411964253,"negative regulation of humoral immune response","BP"
"1037","GO:0002483",0.031430537882434,"antigen processing and presentation of endogenous peptide antigen","BP"
"6470","GO:0019885",0.031430537882434,"antigen processing and presentation of endogenous peptide antigen via MHC class I","BP"
"11795","GO:0045989",0.0314457629614397,"positive regulation of striated muscle contraction","BP"
"12013","GO:0046519",0.0314518554972082,"sphingoid metabolic process","BP"
"12643","GO:0048642",0.0315049948800639,"negative regulation of skeletal muscle tissue development","BP"
"3313","GO:0006879",0.0315249915353454,"cellular iron ion homeostasis","BP"
"1061","GO:0002532",0.0315492694268573,"production of molecular mediator involved in inflammatory response","BP"
"11392","GO:0045071",0.0318328163533916,"negative regulation of viral genome replication","BP"
"9601","GO:0035723",0.0318467707539335,"interleukin-15-mediated signaling pathway","BP"
"15649","GO:0071350",0.0318467707539335,"cellular response to interleukin-15","BP"
"1159","GO:0002707",0.0318497518002306,"negative regulation of lymphocyte mediated immunity","BP"
"3669","GO:0007622",0.0318635946592442,"rhythmic behavior","BP"
"15574","GO:0071219",0.0319158481007192,"cellular response to molecule of bacterial origin","BP"
"15694","GO:0071415",0.0319519184193726,"cellular response to purine-containing compound","BP"
"10227","GO:0042136",0.0321773449684309,"neurotransmitter biosynthetic process","BP"
"18219","GO:1900121",0.0322235679325519,"negative regulation of receptor binding","BP"
"8390","GO:0032814",0.0322595106699664,"regulation of natural killer cell activation","BP"
"9007","GO:0034374",0.0323470122077893,"low-density lipoprotein particle remodeling","BP"
"9951","GO:0036473",0.0323824007169456,"cell death in response to oxidative stress","BP"
"12219","GO:0046951",0.0323980678768589,"ketone body biosynthetic process","BP"
"11976","GO:0046461",0.0324831750734037,"neutral lipid catabolic process","BP"
"11979","GO:0046464",0.0324831750734037,"acylglycerol catabolic process","BP"
"1211","GO:0002823",0.0326812259106176,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"7882","GO:0032024",0.0327203059088328,"positive regulation of insulin secretion","BP"
"17535","GO:0099024",0.0327852459560568,"plasma membrane invagination","BP"
"4020","GO:0008611",0.0329529530763217,"ether lipid biosynthetic process","BP"
"12008","GO:0046504",0.0329529530763217,"glycerol ether biosynthetic process","BP"
"17079","GO:0097384",0.0329529530763217,"cellular lipid biosynthetic process","BP"
"19950","GO:1904714",0.0330362040823123,"regulation of chaperone-mediated autophagy","BP"
"12320","GO:0047484",0.0331169000315337,"regulation of response to osmotic stress","BP"
"16896","GO:0097035",0.0331536360596683,"regulation of membrane lipid distribution","BP"
"19043","GO:1902903",0.0332239087639474,"regulation of supramolecular fiber organization","BP"
"1357","GO:0003148",0.0332433853482866,"outflow tract septum morphogenesis","BP"
"18383","GO:1901071",0.0333360774090319,"glucosamine-containing compound metabolic process","BP"
"690","GO:0001921",0.0333507807049494,"positive regulation of receptor recycling","BP"
"19944","GO:1904706",0.0333823168531224,"negative regulation of vascular associated smooth muscle cell proliferation","BP"
"18810","GO:1902259",0.0334052779687822,"regulation of delayed rectifier potassium channel activity","BP"
"10310","GO:0042326",0.0334108543832175,"negative regulation of phosphorylation","BP"
"1173","GO:0002724",0.0334963777583579,"regulation of T cell cytokine production","BP"
"11933","GO:0046348",0.0335014937075388,"amino sugar catabolic process","BP"
"18298","GO:1900272",0.0335493018680283,"negative regulation of long-term synaptic potentiation","BP"
"15678","GO:0071389",0.0335874039326556,"cellular response to mineralocorticoid stimulus","BP"
"16729","GO:0090314",0.0337258003744595,"positive regulation of protein targeting to membrane","BP"
"8061","GO:0032350",0.0338081912440724,"regulation of hormone metabolic process","BP"
"7596","GO:0031424",0.0338128579190909,"keratinization","BP"
"16641","GO:0090193",0.0338414891541171,"positive regulation of glomerulus development","BP"
"11272","GO:0044650",0.0338809391271452,"adhesion of symbiont to host cell","BP"
"15085","GO:0070254",0.0339269247973445,"mucus secretion","BP"
"1473","GO:0003333",0.0340352810893519,"amino acid transmembrane transport","BP"
