"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"6966","GO:0030154",8.7226264333528e-08,1,881,3166,"cell differentiation","BP"
"12980","GO:0050817",9.21190470907974e-08,1,98,249,"coagulation","BP"
"13027","GO:0050890",9.48204151713349e-08,1,100,262,"cognition","BP"
"6875","GO:0023056",9.57315390145279e-08,1,443,1462,"positive regulation of signaling","BP"
"17169","GO:0097553",1.05453008665602e-07,0.999999965375255,49,104,"calcium ion transmembrane import into cytosol","BP"
"5377","GO:0015837",1.06271925063792e-07,0.999999969853821,42,79,"amine transport","BP"
"3473","GO:0007166",1.07643451953058e-07,1,659,2292,"cell surface receptor signaling pathway","BP"
"10221","GO:0042127",1.11061616888005e-07,1,385,1246,"regulation of cell population proliferation","BP"
"4925","GO:0012501",1.14735665199094e-07,1,486,1607,"programmed cell death","BP"
"6396","GO:0019722",1.17416288271793e-07,0.999999952763859,68,157,"calcium-mediated signaling","BP"
"5475","GO:0016042",1.22950383818121e-07,1,101,252,"lipid catabolic process","BP"
"450","GO:0001525",1.3405792691275e-07,1,143,408,"angiogenesis","BP"
"4373","GO:0009636",1.34228124639015e-07,0.999999941018363,82,189,"response to toxic substance","BP"
"3307","GO:0006869",1.3527403544675e-07,1,106,277,"lipid transport","BP"
"16334","GO:0072593",1.43750738830733e-07,1,88,213,"reactive oxygen species metabolic process","BP"
"6924","GO:0030073",1.65102830180938e-07,0.999999930256239,73,172,"insulin secretion","BP"
"11708","GO:0045834",1.86761457227731e-07,0.999999933680119,54,115,"positive regulation of lipid metabolic process","BP"
"7929","GO:0032101",1.9072518764829e-07,1,240,729,"regulation of response to external stimulus","BP"
"5452","GO:0015980",1.90825343004164e-07,1,101,247,"energy derivation by oxidation of organic compounds","BP"
"1203","GO:0002791",2.01119404508017e-07,1,106,279,"regulation of peptide secretion","BP"
"12767","GO:0048871",2.06582241783588e-07,1,140,394,"multicellular organismal homeostasis","BP"
"17017","GO:0097237",2.24522017404246e-07,0.999999926590485,49,95,"cellular response to toxic substance","BP"
"4827","GO:0010876",2.2617045146209e-07,1,117,315,"lipid localization","BP"
"477","GO:0001568",2.41585100432794e-07,1,183,557,"blood vessel development","BP"
"4670","GO:0010647",2.43520419484216e-07,1,438,1455,"positive regulation of cell communication","BP"
"6031","GO:0017156",2.48254849080152e-07,0.999999939249503,33,60,"calcium-ion regulated exocytosis","BP"
"13810","GO:0055067",2.50322202664928e-07,0.999999907949049,56,121,"monovalent inorganic cation homeostasis","BP"
"14141","GO:0060402",2.60220578909635e-07,0.999999906327882,53,117,"calcium ion transport into cytosol","BP"
"18476","GO:1901342",2.60857570785018e-07,1,100,263,"regulation of vasculature development","BP"
"3852","GO:0008306",2.64388394066654e-07,0.999999928017309,37,70,"associative learning","BP"
"2833","GO:0006163",2.71656362304137e-07,1,140,383,"purine nucleotide metabolic process","BP"
"2721","GO:0005975",2.87687435285263e-07,1,180,522,"carbohydrate metabolic process","BP"
"17279","GO:0098588",2.95583227601837e-07,1,535,1815,"bounding membrane of organelle","CC"
"8236","GO:0032590",3.02217909910442e-07,0.999999945704293,25,40,"dendrite membrane","CC"
"12558","GO:0048471",3.11710018908009e-07,1,212,646,"perinuclear region of cytoplasm","CC"
"3112","GO:0006575",3.18498741216771e-07,0.999999872539237,65,141,"cellular modified amino acid metabolic process","BP"
"6890","GO:0030017",3.25638266187642e-07,0.99999986267874,69,164,"sarcomere","CC"
"5252","GO:0015399",3.2735730925781e-07,0.999999899192892,42,85,"primary active transmembrane transporter activity","MF"
"13126","GO:0051047",3.53953141103305e-07,1,98,254,"positive regulation of secretion","BP"
"7714","GO:0031644",3.69617820522285e-07,0.999999860428347,56,126,"regulation of nervous system process","BP"
"2200","GO:0004930",3.76117869101924e-07,1,96,240,"G protein-coupled receptor activity","MF"
"17390","GO:0098803",3.77481622209579e-07,0.999999893210245,41,71,"respiratory chain complex","CC"
"14895","GO:0062013",3.78177205105533e-07,0.999999862621723,53,115,"positive regulation of small molecule metabolic process","BP"
"4129","GO:0009064",4.37852800214361e-07,0.999999888041486,34,61,"glutamine family amino acid metabolic process","BP"
"6834","GO:0022804",4.40323988731927e-07,1,97,258,"active transmembrane transporter activity","MF"
"6493","GO:0019933",4.43177933348605e-07,0.999999826960303,59,133,"cAMP-mediated signaling","BP"
"3491","GO:0007188",4.49084661825299e-07,0.999999812671212,67,154,"adenylate cyclase-modulating G protein-coupled receptor signaling pathway","BP"
"12579","GO:0048514",4.8406780151421e-07,1,161,482,"blood vessel morphogenesis","BP"
"10534","GO:0042773",4.88367610105854e-07,0.999999842342587,47,87,"ATP synthesis coupled electron transport","BP"
"8235","GO:0032589",4.9309147746667e-07,0.999999879848864,31,57,"neuron projection membrane","CC"
"5350","GO:0015800",5.00178898257808e-07,0.99999986402895,35,67,"acidic amino acid transport","BP"
"13429","GO:0051592",5.15450320422776e-07,0.999999801284912,57,128,"response to calcium ion","BP"
"14140","GO:0060401",5.22290397251614e-07,0.999999793241538,59,137,"cytosolic calcium ion transport","BP"
"16595","GO:0090130",5.45849789763041e-07,1,95,253,"tissue migration","BP"
"707","GO:0001944",5.5665378581552e-07,1,189,584,"vasculature development","BP"
"12614","GO:0048584",5.85553992655771e-07,0.999999746782279,517,1744,"positive regulation of response to stimulus","BP"
"7182","GO:0030545",6.28629068230185e-07,1,97,242,"receptor regulator activity","MF"
"13130","GO:0051051",6.29598635166975e-07,1,131,360,"negative regulation of transport","BP"
"17518","GO:0098984",6.48046486256758e-07,1,125,360,"neuron to neuron synapse","CC"
"16775","GO:0090407",6.5060044288338e-07,1,177,515,"organophosphate biosynthetic process","BP"
"12444","GO:0048168",7.10586989269529e-07,0.99999983449721,29,52,"regulation of neuronal synaptic plasticity","BP"
"11014","GO:0043679",7.11862516040557e-07,0.999999734290372,53,116,"axon terminus","CC"
"20714","GO:1990573",7.21848484517674e-07,0.99999987868311,22,35,"potassium ion import across plasma membrane","BP"
"11510","GO:0045333",7.26488906895769e-07,0.999999676873234,76,170,"cellular respiration","BP"
"2481","GO:0005544",7.62036493495595e-07,0.99999983975246,27,45,"calcium-dependent phospholipid binding","MF"
"13922","GO:0060078",8.47936423225367e-07,0.999999670338051,55,127,"regulation of postsynaptic membrane potential","BP"
"5783","GO:0016655",8.54750694709179e-07,0.999999791284277,33,54,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF"
"5780","GO:0016651",9.80844539847425e-07,0.999999667140527,47,91,"oxidoreductase activity, acting on NAD(P)H","MF"
"10536","GO:0042775",9.82635823119997e-07,0.999999675548954,46,86,"mitochondrial ATP synthesis coupled electron transport","BP"
"3304","GO:0006865",9.94432009074701e-07,0.999999605430747,57,130,"amino acid transport","BP"
"4613","GO:0010562",9.9827735918972e-07,0.999999589865351,278,890,"positive regulation of phosphorus metabolic process","BP"
"11767","GO:0045937",9.9827735918972e-07,0.999999589865351,278,890,"positive regulation of phosphate metabolic process","BP"
"12765","GO:0048869",1.00142774685662e-06,0.999999334463555,893,3234,"cellular developmental process","BP"
"15209","GO:0070469",1.00622317008861e-06,0.999999667411747,46,86,"respirasome","CC"
"5111","GO:0015078",1.05743704226604e-06,0.99999963107481,47,97,"proton transmembrane transporter activity","MF"
"17360","GO:0098754",1.08697976352197e-06,0.999999620262313,48,96,"detoxification","BP"
"3073","GO:0006536",1.24239625345892e-06,0.99999983499424,19,27,"glutamate metabolic process","BP"
"10665","GO:0043067",1.24611492926808e-06,0.999999302806135,379,1233,"regulation of programmed cell death","BP"
"10943","GO:0043542",1.41206117461001e-06,0.999999350208133,74,184,"endothelial cell migration","BP"
"1146","GO:0002694",1.43295807519512e-06,0.999999473162344,129,358,"regulation of leukocyte activation","BP"
"8113","GO:0032411",1.43365311388805e-06,0.999999499632918,45,96,"positive regulation of transporter activity","BP"
"9305","GO:0035150",1.46133036410419e-06,0.999999457487413,50,108,"regulation of tube size","BP"
"9364","GO:0035296",1.46133036410419e-06,0.999999457487413,50,108,"regulation of tube diameter","BP"
"17235","GO:0097746",1.46133036410419e-06,0.999999457487413,50,108,"regulation of blood vessel diameter","BP"
"3492","GO:0007189",1.46578836646272e-06,0.99999950614247,43,89,"adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP"
"5713","GO:0016528",1.5140623187205e-06,0.999999555849179,35,70,"sarcoplasm","CC"
"3154","GO:0006631",1.54151247450764e-06,0.999999448059134,114,301,"fatty acid metabolic process","BP"
"12578","GO:0048513",1.60181495072627e-06,0.999998878338969,746,2664,"animal organ development","BP"
"11004","GO:0043648",1.69454016302123e-06,0.999999450928162,41,81,"dicarboxylic acid metabolic process","BP"
"14076","GO:0060326",1.74014936668133e-06,0.999999183061971,77,189,"cell chemotaxis","BP"
"15695","GO:0071417",1.74028286017288e-06,0.999999320862436,177,539,"cellular response to organonitrogen compound","BP"
"13269","GO:0051282",1.78957338918717e-06,0.999999400511262,41,88,"regulation of sequestering of calcium ion","BP"
"21025","GO:2000300",1.86258246533793e-06,0.999999424630819,37,75,"regulation of synaptic vesicle exocytosis","BP"
"16698","GO:0090276",1.87333839149446e-06,0.999999163879147,68,165,"regulation of peptide hormone secretion","BP"
"18616","GO:1901699",1.89812057065043e-06,0.999999020345577,190,583,"cellular response to nitrogen compound","BP"
"3353","GO:0006937",1.90205839827427e-06,0.99999922490703,57,131,"regulation of muscle contraction","BP"
"7292","GO:0030863",1.91330755245304e-06,0.999999335326407,43,94,"cortical cytoskeleton","CC"
"15372","GO:0070820",1.96330585525217e-06,0.99999922840044,54,119,"tertiary granule","CC"
"15645","GO:0071346",1.98024652925795e-06,0.999999246151607,51,111,"cellular response to interferon-gamma","BP"
"13010","GO:0050866",2.00903011543312e-06,0.999999161216015,60,137,"negative regulation of cell activation","BP"
"2819","GO:0006120",2.01140800362322e-06,0.999999505622763,31,51,"mitochondrial electron transport, NADH to ubiquinone","BP"
"4460","GO:0009966",2.04294876776149e-06,0.999998517899073,725,2565,"regulation of signal transduction","BP"
"7733","GO:0031674",2.0498124114322e-06,0.999999197804495,52,120,"I band","CC"
"8828","GO:0033993",2.08671490580263e-06,0.999998903689601,213,654,"response to lipid","BP"
"8116","GO:0032414",2.1137528406265e-06,0.99999927953382,42,89,"positive regulation of ion transmembrane transporter activity","BP"
"3802","GO:0008227",2.3310197224953e-06,0.99999967441316,19,27,"G protein-coupled amine receptor activity","MF"
"10743","GO:0043204",2.33121351221116e-06,0.999998997621512,62,147,"perikaryon","CC"
"2742","GO:0006006",2.41186914604155e-06,0.999998879732649,73,179,"glucose metabolic process","BP"
"11673","GO:0045765",2.443007169334e-06,0.999999162638828,89,236,"regulation of angiogenesis","BP"
"7716","GO:0031646",2.56120618721794e-06,0.999999298049033,31,60,"positive regulation of nervous system process","BP"
"3341","GO:0006915",2.57084662980966e-06,0.999998259039429,464,1551,"apoptotic process","BP"
"2579","GO:0005746",2.65157811947856e-06,0.999999133346931,42,78,"mitochondrial respirasome","CC"
"17328","GO:0098693",2.69000740085707e-06,0.99999898194945,48,109,"regulation of synaptic vesicle cycle","BP"
"4383","GO:0009653",2.72690724690867e-06,0.999998041001006,608,2174,"anatomical structure morphogenesis","BP"
"4654","GO:0010631",2.8436789854111e-06,0.999998732721663,92,249,"epithelial cell migration","BP"
"16597","GO:0090132",2.8436789854111e-06,0.999998732721663,92,249,"epithelium migration","BP"
"7204","GO:0030595",2.87236499224347e-06,0.999998782288375,60,138,"leukocyte chemotaxis","BP"
"10371","GO:0042445",2.90732748797029e-06,0.999998758408972,61,140,"hormone metabolic process","BP"
"12647","GO:0048646",3.02725672459948e-06,0.999998171176878,264,864,"anatomical structure formation involved in morphogenesis","BP"
"9603","GO:0035725",3.0591521142654e-06,0.99999872377919,56,136,"sodium ion transmembrane transport","BP"
"11005","GO:0043649",3.14408703949511e-06,0.999999774203291,14,17,"dicarboxylic acid catabolic process","BP"
"2601","GO:0005773",3.1894784534236e-06,0.999998130351546,216,661,"vacuole","CC"
"7130","GO:0030414",3.28083418941323e-06,0.999998867426867,42,87,"peptidase inhibitor activity","MF"
"8861","GO:0034097",3.31703958941873e-06,0.999997990675141,272,852,"response to cytokine","BP"
"10811","GO:0043312",3.31923097222281e-06,0.999998381128645,135,374,"neutrophil degranulation","BP"
"7490","GO:0031253",3.32163030811025e-06,0.999998467601221,103,289,"cell projection membrane","CC"
"8622","GO:0033218",3.44156146765097e-06,0.999998408053671,106,284,"amide binding","MF"
"14081","GO:0060333",3.5702339099053e-06,0.999998996459208,32,60,"interferon-gamma-mediated signaling pathway","BP"
"15593","GO:0071248",3.58098907902128e-06,0.999998416366464,63,153,"cellular response to metal ion","BP"
"20606","GO:1990204",3.66983061180446e-06,0.999998643058955,48,97,"oxidoreductase complex","CC"
"920","GO:0002283",3.85436718075242e-06,0.999998114698923,135,375,"neutrophil activation involved in immune response","BP"
"12846","GO:0050433",3.92074796130987e-06,0.999999089214048,26,45,"regulation of catecholamine secretion","BP"
"12722","GO:0048786",3.93472955212824e-06,0.999998794608675,34,70,"presynaptic active zone","CC"
"766","GO:0002027",4.40459759754891e-06,0.9999984864042,40,85,"regulation of heart rate","BP"
"9856","GO:0036230",4.4543592780978e-06,0.999997591321481,137,382,"granulocyte activation","BP"
"2700","GO:0005938",4.4573687412721e-06,0.999997960245347,97,271,"cell cortex","CC"
"2733","GO:0005996",4.4793634430257e-06,0.999997990342981,92,241,"monosaccharide metabolic process","BP"
"18561","GO:1901605",4.49529100688673e-06,0.99999793091655,69,163,"alpha-amino acid metabolic process","BP"
"10607","GO:0042981",4.64451847173487e-06,0.999996803334029,371,1215,"regulation of apoptotic process","BP"
"161","GO:0000323",4.72414491065264e-06,0.999997266312614,192,580,"lytic vacuole","CC"
"2593","GO:0005764",4.72414491065264e-06,0.999997266312614,192,580,"lysosome","CC"
"18368","GO:1901019",4.95898812574694e-06,0.999998381496797,37,76,"regulation of calcium ion transmembrane transporter activity","BP"
"13220","GO:0051208",5.42512057260225e-06,0.999998063714341,41,91,"sequestering of calcium ion","BP"
"5681","GO:0016469",5.45396311767986e-06,0.999998662940722,27,47,"proton-transporting two-sector ATPase complex","CC"
"16280","GO:0072521",5.59375535795844e-06,0.99999693473378,142,404,"purine-containing compound metabolic process","BP"
"7584","GO:0031406",5.6221265449699e-06,0.999997502006231,62,147,"carboxylic acid binding","MF"
"1134","GO:0002682",5.79245360213545e-06,0.999996078941758,316,1018,"regulation of immune system process","BP"
"12992","GO:0050848",5.84504449992893e-06,0.999998037008368,38,79,"regulation of calcium-mediated signaling","BP"
"17577","GO:0099094",5.87823964039362e-06,0.999998067838373,36,77,"ligand-gated cation channel activity","MF"
"2172","GO:0004866",5.95773278655305e-06,0.999997939039283,40,83,"endopeptidase inhibitor activity","MF"
"17241","GO:0097755",5.99904917790534e-06,0.999998500981501,27,48,"positive regulation of blood vessel diameter","BP"
"14089","GO:0060341",6.01930726092441e-06,0.999995997360657,273,887,"regulation of cellular localization","BP"
"9363","GO:0035295",6.03880655945799e-06,0.999996015254234,257,844,"tube development","BP"
"20772","GO:1990748",6.11631044019455e-06,0.999997815082113,43,87,"cellular detoxification","BP"
"15156","GO:0070374",6.12216332745042e-06,0.999997422039688,55,128,"positive regulation of ERK1 and ERK2 cascade","BP"
"17427","GO:0098869",6.32257393552087e-06,0.999997846625641,40,79,"cellular oxidant detoxification","BP"
"2609","GO:0005783",6.33425233831335e-06,0.999995545388856,363,1189,"endoplasmic reticulum","CC"
"2797","GO:0006094",6.36613248705625e-06,0.999997916565123,37,74,"gluconeogenesis","BP"
