ENTREZID	ENSEMBL	SYMBOL	SRR1554534	SRR1554535	SRR1554568	SRR1554561	SRR1554567	SRR1554536	SRR1554541	SRR1554539	SRR1554538	SRR1554537
100129094	ENSG00000285153	BTNL10	0	3	7	0	0	0	4	0	10	14
100129098	NA	LOC100129098	15	6	4	0	8	0	18	4	0	8
100129101	NA	NA	16	24	8	38	9	3	9	8	16	2
100129104	NA	NA	197	347	518	308	648	161	984	252	598	800
100129118	NA	LOC100129118	149	155	262	179	272	56	507	170	394	273
100129119	NA	NA	0	1	3	3	0	2	4	2	15	4
100129128	ENSG00000256980	KHDC1L	28	24	45	33	53	20	87	7	112	50
100129135	ENSG00000264104	LOC100129135	0	0	2	0	2	0	0	0	0	0
100129138	ENSG00000215869	LOC100129138	31	25	64	48	68	2	73	15	67	117
100129144	ENSG00000226280	LOC100129144	0	0	1	0	5	1	3	0	3	2
100129148	NA	LOC100129148	7	66	44	9	79	6	45	49	40	34
100129195	ENSG00000269293	ZSCAN16-AS1	256	600	982	407	1315	447	983	375	1038	789
100129196	ENSG00000186056	MATN1-AS1	138	80	13	83	53	20	42	55	12	23
100129201	NA	PRR13P3	15	6	10	7	4	0	11	1	16	10
100129203	NA	LOC100129203	45	218	56	57	169	138	62	209	93	83
100129204	NA	NA	38	28	12	75	20	4	41	15	76	42
100129215	ENSG00000226180	LOC100129215	145	148	365	252	638	52	526	141	598	489
100129216	ENSG00000225805	DEFB131B	3	2	15	1	17	0	11	7	32	15
100129223	ENSG00000287243	THCAT155	674	843	1380	1016	2118	101	3786	1207	1779	2314
100129233	NA	NA	0	4	16	12	18	0	33	5	16	7
100129239	ENSG00000224440	CXorf51A	0	0	0	0	0	0	0	0	0	0
100129250	ENSG00000235453	SMIM27	93	249	116	107	216	215	199	200	121	92
100129268	NA	NA	103	125	371	123	345	95	305	99	445	216
100129269	NA	LINC01160	32	28	44	19	37	3	34	3	17	8
100129271	ENSG00000198854	C1orf68	0	0	0	0	0	0	3	0	0	0
100129307	ENSG00000285746	LOC100129307	0	0	1	1	0	0	0	0	2	0
100129316	NA	LOC100129316	8	15	22	27	22	0	151	4	28	31
100129345	ENSG00000197176	LINC02291	0	6	39	0	5	0	27	4	4	2
100129354	NA	NRADDP	8	16	18	16	30	18	42	4	43	37
100129387	NA	GABPB1-AS1	554	793	8750	592	7664	155	9798	924	9489	9376
100129396	ENSG00000288235	FAM106C	1	4	2	33	128	5	157	14	339	91
100129405	NA	MSTO2P	208	205	742	245	812	28	798	178	857	688
100129407	ENSG00000275520	FAM236A	0	0	0	0	0	0	0	0	0	1
100129409	NA	NA	0	1	3	0	6	0	5	1	5	6
100129413	NA	NA	0	0	0	0	2	0	13	0	2	4
100129424	NA	RPL19P12	215	364	774	246	947	227	1206	261	1419	1206
100129427	ENSG00000226122	DDC-AS1	0	0	0	0	0	4	0	0	0	0
100129434	ENSG00000233251	LOC100129434	118	135	59	261	125	20	253	270	123	200
100129461	ENSG00000272142	LYRM4-AS1	11	2	5	0	7	7	9	8	12	7
100129463	NA	NA	0	0	0	0	0	0	0	4	0	0
100129478	NA	LOC100129478	24	11	20	22	21	15	24	30	32	31
100129482	ENSG00000234420	ZNF37BP	4414	6433	17484	7180	21794	2195	21009	8949	20126	14648
100129484	ENSG00000234432	LOC100129484	431	553	840	943	1481	109	963	521	1089	1206
100129492	NA	LOC100129492	109	134	357	123	444	42	405	127	426	370
100129503	ENSG00000280351	LOC100129503	27	4	22	43	40	2	111	9	55	80
100129515	ENSG00000224107	ETDB	0	3	0	6	1	0	1	1	1	0
100129518	ENSG00000285427	SOD2-OT1	190	207	293	192	427	32	459	96	407	143
100129534	ENSG00000269896	LOC100129534	320	364	463	588	317	93	459	337	607	505
100129543	ENSG00000183850	ZNF730	0	5	1151	2	661	24	646	28	1113	1044
100129550	ENSG00000273033	LINC02035	1041	1896	4160	1676	5628	304	6189	1917	4855	4899
100129583	ENSG00000189157	FAM47E	618	1064	110	737	329	417	393	1081	201	75
100129596	NA	NA	20	7	38	16	41	8	35	8	72	54
100129597	ENSG00000233610	LINC00462	0	0	0	0	2	0	0	0	0	0
100129617	NA	LOC100129617	31	23	101	46	53	2	113	41	135	82
100129620	ENSG00000232825	LOC100129620	64	160	318	132	629	24	657	83	386	291
100129626	NA	LOC100129626	0	0	0	0	0	0	0	0	0	2
100129633	NA	NA	21	60	11	28	27	4	20	22	11	11
100129637	NA	NA	1290	1525	4395	2817	5585	486	6720	1590	6359	4466
100129654	ENSG00000261787	TCF24	5	7	0	8	6	8	6	2	4	19
100129697	ENSG00000205018	LOC100129697	36	40	47	94	37	20	72	62	64	37
100129699	NA	NA	0	0	0	0	0	0	0	0	0	0
100129702	NA	NA	10	17	35	30	49	2	50	14	33	42
100129703	NA	NA	2	0	4	1	6	0	6	0	4	14
100129716	ENSG00000281357	ARRDC3-AS1	27	16	38	29	42	17	64	57	54	69
100129722	ENSG00000275549	STPG3-AS1	13	45	25	10	47	9	19	32	10	1
100129726	ENSG00000279873	LINC01126	20	25	56	24	94	13	45	16	122	82
100129744	NA	NA	0	0	0	0	0	0	0	0	0	0
100129781	NA	MIR193BHG	261	280	0	306	152	73	178	419	84	63
100129786	NA	NA	0	0	0	0	0	0	0	0	0	0
100129792	ENSG00000198865	CCDC152	157	409	2399	215	1991	77	1158	439	1676	1671
100129794	ENSG00000258708	SLC25A21-AS1	19	172	76	61	282	35	272	97	253	116
100129827	ENSG00000177112	IRAG1-AS1	21	22	19	10	4	14	26	42	7	4
100129831	NA	NA	25	59	9	74	9	3	10	26	58	7
100129842	ENSG00000237440	ZNF737	656	1604	14609	467	14479	395	12022	2426	13859	8478
100129845	ENSG00000224729	PCOLCE-AS1	19	23	25	24	83	3	57	6	40	53
100129858	ENSG00000196951	SCOC-AS1	118	155	52	48	123	17	111	103	100	41
100129860	NA	NA	1	0	0	0	0	0	0	0	0	0
100129885	NA	NA	0	0	0	0	0	0	0	0	0	0
100129890	NA	NA	66	74	227	31	336	17	279	68	325	210
100129898	NA	NA	1	0	0	0	0	0	0	0	1	0
100129917	ENSG00000249592	LOC100129917	293	252	2042	646	1461	49	2002	290	2834	2502
100129924	ENSG00000274386	TMEM269	3	5	47	13	42	2	78	9	95	61
100129931	ENSG00000245748	LOC100129931	17	20	21	24	20	4	37	22	33	10
100129935	ENSG00000268153	LOC100129935	0	0	1	0	2	0	0	0	0	0
100129940	ENSG00000197301	HMGA2-AS1	3	10	74	4	150	0	94	14	159	86
100129961	NA	CCNT2-AS1	99	182	357	191	644	24	539	263	697	1474
100129973	NA	CERNA1	298	426	77	464	124	48	193	340	78	88
100129979	NA	NA	0	0	0	0	1	0	0	0	0	0
100129999	NA	NA	59	36	166	90	188	28	173	20	163	166
10013	ENSG00000094631	HDAC6	7151	8370	25585	9076	25448	2480	23197	5926	27863	21480
100130000	NA	NA	0	0	1	0	7	0	18	0	1	2
100130009	NA	HMGA1P8	76	60	113	87	154	10	134	37	132	135
100130015	ENSG00000222019	URAHP	131	281	340	195	384	42	272	183	404	342
100130017	ENSG00000250426	FTLP10	0	0	0	0	1	0	0	0	0	1
100130027	NA	LOC100130027	1257	1704	3424	1794	4494	434	3866	1317	3728	3882
100130071	NA	NA	38	46	60	69	60	8	97	28	137	72
100130083	NA	NA	2	2	11	0	10	0	0	0	3	6
100130093	NA	NA	317	321	644	538	700	61	1085	213	729	940
100130097	NA	KIF28P	244	193	445	239	250	37	323	194	340	231
100130100	NA	NA	0	0	0	0	2	0	6	0	0	0
100130111	ENSG00000256802	LOC100130111	253	197	163	500	458	46	764	238	378	342
100130148	ENSG00000279685	MAPT-IT1	91	71	51	186	162	11	235	146	148	104
100130148	ENSG00000281284	MAPT-IT1	91	71	51	186	162	11	235	146	148	104
100130148	ENSG00000282620	MAPT-IT1	91	71	51	186	162	11	235	146	148	104
100130155	ENSG00000254377	MIR124-2HG	315	353	280	393	531	65	637	301	429	793
100130156	NA	NA	0	0	8	0	4	0	4	9	9	16
100130157	NA	NA	39	41	131	99	112	2	48	24	87	114
100130169	NA	NA	0	0	0	2	0	0	10	4	4	8
100130172	NA	LOC100130172	31	32	161	39	163	0	256	87	126	99
100130219	NA	NA	463	719	2146	589	2449	133	2433	601	2239	1397
100130231	ENSG00000245164	LINC00861	28	20	18	12	25	48	76	52	45	6
100130232	NA	NA	13	10	0	33	4	0	87	4	10	9
100130238	NA	LOC100130238	269	325	37	767	29	60	60	581	63	32
100130249	ENSG00000279261	PP2672	0	0	7	0	0	1	0	11	0	1
100130255	NA	NA	45	51	34	94	85	0	51	79	87	68
100130264	ENSG00000179447	SLC24A3-AS1	0	0	0	12	7	0	19	0	11	0
100130274	ENSG00000255181	CCDC166	20	8	61	35	16	0	60	13	27	63
100130274	ENSG00000278749	CCDC166	20	8	61	35	16	0	60	13	27	63
100130275	NA	TFAP2A-AS1	2	2	4	4	10	7	0	0	0	2
100130285	NA	NA	21	9	31	45	22	6	29	13	29	43
100130298	NA	LOC100130298	25	19	59	12	15	12	17	13	21	37
100130301	ENSG00000274443	C8orf89	0	10	50	0	80	3	108	2	78	58
100130302	NA	SUPT20HL1	9	5	0	2	0	1	7	0	3	1
100130311	ENSG00000205710	C17orf107	746	512	576	1893	399	48	640	796	297	665
100130331	ENSG00000237250	LOC100130331	189	164	119	382	116	26	164	200	82	135
100130342	NA	SCGB2B3P	4	2	15	4	20	0	35	8	33	24
100130345	NA	LOC100130345	16	10	11	10	33	5	14	35	33	17
100130348	ENSG00000187066	TMEM262	4	6	5	4	9	0	13	1	25	8
100130357	ENSG00000215022	LOC100130357	179	272	2823	538	2766	119	3759	452	2671	2470
100130361	ENSG00000215115	CXorf49	0	6	0	3	1	0	0	2	1	3
100130370	ENSG00000262223	LOC100130370	309	440	14	209	34	34	12	213	32	27
100130386	ENSG00000279770	LINC00552	51	81	9	74	46	10	16	67	33	0
100130386	ENSG00000282664	LINC00552	51	81	9	74	46	10	16	67	33	0
100130386	ENSG00000288305	LINC00552	51	81	9	74	46	10	16	67	33	0
100130401	NA	NA	0	4	8	1	16	0	6	0	17	8
100130417	ENSG00000223764	LINC02593	16	25	124	22	69	20	268	8	59	94
100130418	NA	CECR7	453	265	341	541	1199	52	517	417	326	500
100130428	NA	NA	8	39	124	4	233	2	183	32	202	154
100130449	ENSG00000218416	LOC100130449	388	414	1547	553	1518	114	1508	355	1243	2011
100130452	NA	LOC100130452	0	0	5	0	0	0	0	0	12	3
100130458	NA	NA	0	0	0	0	0	0	0	0	0	0
100130466	ENSG00000232864	NUCKS1P1	42	64	178	49	193	32	257	89	226	227
100130476	ENSG00000237499	WAKMAR2	0	0	18	8	61	0	58	3	76	14
100130480	ENSG00000265944	LINC01387	4	0	0	8	8	0	9	2	0	0
100130502	NA	NA	4	20	0	6	0	16	0	0	0	0
100130503	NA	NA	2525	1890	9823	3962	13090	679	30096	3169	21147	23837
100130507	NA	NA	28	5	118	23	784	8	609	31	307	355
100130519	ENSG00000188051	TMEM221	516	621	866	900	271	300	172	551	346	307
100130522	ENSG00000267270	PARD6G-AS1	145	84	439	352	432	35	584	160	896	660
100130539	ENSG00000277288	LINC02881	54	117	21	164	38	60	6	93	12	24
100130547	NA	NA	223	278	301	234	176	101	192	130	183	89
100130548	ENSG00000235138	LOC100130548	37	16	65	81	113	4	217	47	403	107
100130557	NA	NFYC-AS1	242	589	1895	331	2105	172	1269	470	1863	1255
100130579	NA	PHBP20	7	16	3	17	14	1	5	9	12	10
100130581	ENSG00000188825	LINC00910	81	225	230	143	335	53	408	170	307	195
100130589	NA	NA	2	5	0	3	5	0	4	4	2	0
100130613	ENSG00000183631	PRR32	0	0	0	0	0	0	0	0	0	4
100130673	NA	LOC100130673	66	53	18	60	41	0	54	41	42	50
100130691	ENSG00000213963	LOC100130691	305	529	422	402	714	134	803	574	707	311
100130698	NA	LOC100130698	92	39	0	28	0	0	2	19	0	1
100130700	NA	TP53TG3HP	0	0	0	0	0	0	0	0	0	0
100130701	NA	LOC100130701	0	2	0	0	0	0	1	0	5	0
100130717	ENSG00000185837	HDHD5-AS1	41	14	55	60	62	5	44	34	51	79
100130733	ENSG00000186105	LRRC70	36	69	262	26	219	100	141	44	205	121
100130736	NA	NA	3	0	0	0	4	0	13	0	0	4
100130742	ENSG00000214954	LRRC69	5	34	50	14	50	2	17	18	16	44
100130771	ENSG00000185055	EFCAB10	49	40	124	70	184	2	189	84	165	183
100130776	ENSG00000255737	AGAP2-AS1	69	88	315	143	329	27	425	101	336	503
100130800	NA	NA	2	4	8	2	10	0	14	5	10	8
100130815	NA	NA	0	0	0	0	0	0	8	0	0	0
100130825	NA	NA	9	3	12	6	13	5	6	0	4	3
100130827	ENSG00000231274	SBK3	0	0	1	0	3	0	0	0	0	0
100130830	NA	NA	0	0	0	0	0	0	0	0	0	0
100130849	ENSG00000233437	LOC100130849	0	0	0	0	0	0	0	0	0	0
100130855	ENSG00000259248	USP3-AS1	85	184	661	103	580	39	309	198	478	401
100130856	NA	NA	447	395	903	678	1215	164	1571	401	1121	1187
100130876	NA	NA	0	0	1	0	3	4	6	0	12	0
100130880	ENSG00000237243	CREB3L2-AS1	0	0	0	0	1	0	0	0	2	0
100130887	ENSG00000226864	ATE1-AS1	91	187	654	209	736	243	707	107	1155	328
100130889	NA	PSORS1C3	0	0	0	0	0	0	0	0	0	0
100130894	ENSG00000214353	VAC14-AS1	267	314	11	238	55	374	18	186	19	12
100130921	NA	NA	252	69	29	651	46	10	39	401	43	27
100130932	NA	SNRPGP15	172	185	218	161	360	23	259	186	207	138
100130933	ENSG00000259120	SMIM6	31	134	10	15	6	12	7	54	23	7
100130935	ENSG00000242599	CSAG4	0	2	0	0	0	5	0	0	0	0
100130938	NA	NA	8	20	0	17	6	26	4	4	2	4
100130950	ENSG00000261879	LOC100130950	493	537	2308	610	2096	129	2066	548	2066	2133
100130954	ENSG00000237339	LINC01502	0	0	0	0	0	0	0	1	0	0
100130958	ENSG00000205078	SYCE1L	70	94	215	76	251	48	268	89	236	123
100130967	ENSG00000203711	C6orf99	12	20	16	21	51	0	53	12	44	35
100130987	NA	LOC100130987	205	289	708	293	698	51	902	353	818	907
100130988	ENSG00000164500	SPATA48	4	7	0	4	0	0	0	9	4	6
100130998	NA	NA	10	11	39	26	67	16	136	45	76	30
100131035	NA	NA	10	0	0	0	0	0	0	0	0	0
100131060	NA	LINC01135	122	145	20	100	28	43	31	119	4	64
100131067	ENSG00000247572	CKMT2-AS1	600	413	909	643	1102	202	812	528	851	1265
100131089	ENSG00000248508	SRP14-AS1	255	483	472	439	457	350	464	265	391	422
100131091	NA	NA	163	191	429	306	913	75	1201	234	1052	669
100131094	ENSG00000205790	DPP9-AS1	90	152	322	204	268	24	179	78	276	211
100131107	ENSG00000285818	LOC100131107	0	0	0	0	0	0	0	0	0	0
100131117	ENSG00000241560	ZBTB20-AS1	0	0	8	6	19	2	10	5	20	18
100131131	NA	NA	4	0	0	2	0	2	0	0	0	0
100131132	NA	NA	0	3	12	0	9	0	14	0	25	8
100131137	ENSG00000188334	BSPH1	2	0	0	0	0	0	0	4	0	0
100131138	ENSG00000185847	LINC01405	0	0	4	0	9	0	19	0	28	334
100131174	NA	NA	0	0	0	0	0	0	0	0	0	0
100131176	ENSG00000243836	WDR86-AS1	31	34	95	73	155	38	117	48	117	44
100131187	ENSG00000215845	TSTD1	556	1168	1097	979	1260	291	1872	744	1345	2730
100131193	ENSG00000228544	CCDC183-AS1	402	343	810	465	516	60	504	480	534	564
100131205	ENSG00000220749	RPL21P28	8	14	5	4	8	6	21	2	6	17
100131208	ENSG00000227906	SNAP25-AS1	238	475	154	508	360	61	164	531	202	90
100131211	ENSG00000189362	NEMP2	182	334	929	138	881	129	689	244	1065	655
100131213	ENSG00000237149	ZNF503-AS2	210	213	87	279	98	50	190	222	73	55
100131244	ENSG00000230778	ANKRD63	88	53	273	167	103	2	62	70	51	18
100131257	NA	LOC100131257	9	6	8	9	7	0	7	10	10	14
100131275	NA	NA	0	2	4	0	33	0	16	4	26	3
100131283	NA	NA	2	4	9	11	11	0	36	6	36	17
100131297	NA	NA	0	3	1	0	0	0	0	0	0	0
100131316	NA	NA	10	5	7	0	6	4	13	17	17	1
100131320	ENSG00000225449	RAB6C-AS1	154	449	60	145	241	64	254	419	118	25
100131347	ENSG00000263818	RDM1P5	35	23	27	19	84	24	42	26	97	61
100131354	NA	NA	213	200	191	227	211	78	198	232	184	189
100131366	ENSG00000251533	LINC00605	4	8	0	0	0	0	8	0	2	0
100131372	NA	NA	22	24	4	8	5	21	1	3	5	5
100131373	NA	NA	0	0	7	2	30	0	38	1	11	18
100131378	ENSG00000205177	C11orf91	10	15	12	25	31	16	6	36	11	22
100131381	NA	NA	31	44	1	51	3	11	7	50	0	12
100131390	ENSG00000217236	SP9	240	176	224	509	1828	21	420	162	1285	314
100131395	NA	LOC100131395	146	103	44	111	35	28	61	80	102	68
100131434	ENSG00000241769	LINC00893	147	350	591	356	605	102	746	255	727	554
100131439	ENSG00000204345	CD300LD	2	0	0	0	0	0	0	0	0	0
100131450	NA	NA	5	22	81	16	160	13	15	44	115	10
100131454	ENSG00000231784	DBIL5P	241	280	428	389	668	47	677	228	579	486
100131479	NA	LOC100131479	0	1	6	1	7	0	2	11	9	8
100131496	ENSG00000267882	LOC100131496	5	7	13	18	22	3	67	8	60	23
100131510	NA	NA	69	48	116	76	187	13	201	85	131	193
100131519	NA	NA	42	19	140	64	62	1	70	105	15	27
100131530	NA	NA	195	371	87	267	162	48	244	153	349	135
100131539	ENSG00000214534	ZNF705E	2	1	9	0	18	2	17	9	13	8
100131541	NA	NA	0	3	4	12	11	0	29	18	18	13
100131551	ENSG00000214145	LINC00887	21	25	6	12	7	0	0	30	6	4
100131561	NA	FKSG29	0	0	6	0	0	0	10	5	7	0
100131564	NA	CCDC18-AS1	688	625	1533	711	1738	309	1689	1059	3390	1817
100131580	NA	NA	3	0	4	3	19	0	8	4	35	0
100131607	NA	NA	43	128	16	15	14	148	14	49	23	31
100131608	ENSG00000255251	PRR23D1	0	0	0	0	2	0	2	0	0	0
100131608	ENSG00000274540	PRR23D1	0	0	0	0	2	0	2	0	0	0
100131608	ENSG00000284870	PRR23D1	0	0	0	0	2	0	2	0	0	0
100131635	ENSG00000228804	LOC100131635	2	0	3	0	4	2	13	0	6	2
100131679	NA	NA	48	63	140	102	212	11	202	110	195	185
100131691	ENSG00000267858	MZF1-AS1	576	482	1027	801	1221	129	1249	465	1512	1234
100131726	ENSG00000204949	FAM83A-AS1	0	0	0	0	0	0	4	2	1	0
100131733	NA	USP30-AS1	2	7	21	6	18	8	13	6	38	10
100131738	NA	NA	508	462	729	1047	1092	118	1464	633	1024	1231
100131744	NA	NA	26	20	0	33	58	91	26	21	28	4
100131754	NA	NA	44783	51542	3395	18976	7974	3289	269	2851	5778	4711
100131755	ENSG00000196440	ARMCX4	1479	2173	5400	2364	5836	457	5872	2423	6389	4036
100131774	NA	NA	0	0	0	0	0	0	0	0	0	0
100131801	ENSG00000229833	PET100	1491	1623	1912	1710	2887	737	2674	1121	2783	2107
100131814	ENSG00000231028	LINC00271	40	55	4	54	50	24	35	28	35	28
100131816	ENSG00000229547	UBE2DNL	0	0	0	0	0	0	0	0	0	0
100131818	NA	NA	0	4	0	0	0	0	2	0	0	2
100131823	NA	SUMO2P7	2	1	1	1	2	0	4	1	3	3
100131825	NA	CADM3-AS1	82	226	1009	117	841	33	850	238	1000	712
100131826	NA	NA	19	9	68	28	100	0	255	6	305	93
100131827	ENSG00000227124	ZNF717	56	116	155	62	315	11	350	165	378	169
100131871	NA	NA	0	0	0	0	1	0	0	1	2	0
100131884	NA	LOC100131884	0	4	19	5	16	11	9	15	16	42
100131897	ENSG00000204767	INSYN2B	286	414	365	864	246	24	858	922	493	862
100131902	ENSG00000232263	KRTAP25-1	0	0	0	0	0	0	0	0	0	0
100131910	NA	NA	12	15	5	0	4	0	10	4	8	0
100131980	ENSG00000215372	ZNF705G	1	0	0	2	0	1	0	1	0	0
100131980	ENSG00000274195	ZNF705G	1	0	0	2	0	1	0	1	0	0
100131980	ENSG00000285286	ZNF705G	1	0	0	2	0	1	0	1	0	0
100131997	ENSG00000274026	FAM27E3	27	49	207	54	154	29	142	39	130	77
100131998	NA	RRN3P3	424	404	1010	556	962	70	1485	507	1208	991
100132024	NA	NA	0	0	0	0	0	0	0	0	0	0
100132050	NA	NA	0	0	2	0	0	0	0	0	0	0
100132055	NA	NA	1	1	3	2	0	0	18	9	6	3
100132057	ENSG00000231551	PDE4DIPP6	0	0	0	0	1	0	1	0	1	1
100132062	NA	LOC100132062	0	3	2	0	0	0	1	0	1	5
100132074	ENSG00000204060	FOXO6	367	411	3125	478	1820	32	2447	252	1981	3519
100132074	ENSG00000281518	FOXO6	367	411	3125	478	1820	32	2447	252	1981	3519
100132077	NA	LOC100132077	57	23	48	138	421	9	223	97	465	224
100132101	ENSG00000274471	HERC2P7	0	5	13	4	10	0	10	3	4	3
100132103	ENSG00000225725	FAM66E	10	17	11	23	73	2	73	79	18	77
100132111	NA	C2CD4D-AS1	169	213	22	403	76	17	64	320	40	64
100132116	ENSG00000180139	ACTA2-AS1	28	10	7	31	7	12	5	28	13	3
100132124	ENSG00000232620	TSPY17P	0	0	0	0	0	0	0	0	0	0
100132143	NA	NA	0	0	0	0	0	0	0	0	0	0
100132163	NA	PHKA2-AS1	12	42	71	59	87	1	101	40	87	100
100132169	ENSG00000231439	WASIR2	80	9	6	50	4	0	13	17	9	28
100132174	ENSG00000267790	LINC01987	0	0	0	0	0	0	0	0	0	0
100132183	NA	NA	144	516	1137	188	1442	213	1193	300	1218	902
100132202	ENSG00000227717	LOC100132202	10	8	1	3	0	2	0	4	2	0
100132202	ENSG00000276485	LOC100132202	10	8	1	3	0	2	0	4	2	0
100132202	ENSG00000282444	LOC100132202	10	8	1	3	0	2	0	4	2	0
100132215	ENSG00000231609	LOC100132215	273	320	873	321	930	184	803	229	1105	844
100132217	NA	NA	0	0	0	0	0	0	0	0	0	0
100132229	NA	LOC100132229	0	0	0	0	0	0	4	0	0	0
100132234	ENSG00000260704	LINC00543	0	0	0	0	0	0	0	0	0	0
100132247	ENSG00000243716	NPIPB5	934	1586	1953	1404	2082	336	1726	793	2673	2048
100132247	ENSG00000284218	NPIPB5	934	1586	1953	1404	2082	336	1726	793	2673	2048
100132249	ENSG00000279561	LOC100132249	160	83	156	305	266	15	259	242	206	180
100132257	NA	NA	0	0	0	0	0	0	0	0	0	0
100132272	NA	NA	50	104	42	246	109	0	109	117	77	99
100132273	ENSG00000237037	NDUFA6-DT	438	351	386	1013	866	137	1141	661	629	1371
100132285	ENSG00000277885	KIR2DS2	0	0	0	0	0	0	0	0	0	0
100132285	ENSG00000275452	KIR2DS2	0	0	0	0	0	0	0	0	0	0
100132285	ENSG00000275583	KIR2DS2	0	0	0	0	0	0	0	0	0	0
100132285	ENSG00000278300	KIR2DS2	0	0	0	0	0	0	0	0	0	0
100132287	NA	LOC100132287	1144	1264	2030	1156	1750	115	2187	1209	3798	1755
100132288	ENSG00000188681	TEKT4P2	25	186	3	235	7	57	6	42	1	13
100132292	NA	NA	4	1	4	0	4	0	5	2	7	4
100132304	ENSG00000268994	FAM236B	0	0	0	0	1	0	0	0	0	0
100132314	NA	NA	10	1	13	14	9	0	6	18	10	10
100132330	NA	LOC100132330	0	3	0	3	0	0	7	0	0	0
100132336	NA	NA	0	0	0	0	0	0	0	0	0	0
100132339	NA	NA	0	0	0	0	0	0	0	0	0	0
100132341	ENSG00000131797	CLUHP3	392	310	1725	949	1661	69	2018	731	2338	1878
100132346	NA	HSPE1P7	17	20	9	9	8	3	7	18	6	7
100132352	NA	FRG1HP	116	151	451	217	431	31	469	146	593	465
100132354	NA	LINC01512	34	41	42	25	93	5	337	29	143	144
100132356	NA	LOC100132356	156	168	565	429	567	120	454	224	681	533
100132386	ENSG00000212722	KRTAP4-9	0	0	0	0	0	0	0	0	0	0
100132386	ENSG00000262121	KRTAP4-9	0	0	0	0	0	0	0	0	0	0
100132396	ENSG00000215356	ZNF705B	0	0	0	0	0	0	0	0	0	0
100132396	ENSG00000285120	ZNF705B	0	0	0	0	0	0	0	0	0	0
100132399	ENSG00000227488	GAGE12D	0	0	0	0	0	0	0	0	0	0
100132403	NA	FAM157B	1	0	11	1	2	1	14	0	0	1
100132406	ENSG00000271425	NBPF10	228	215	1473	292	976	197	649	173	1440	890
100132417	ENSG00000265531	FCGR1CP	0	4	6	2	30	0	5	11	4	19
100132426	NA	NA	0	0	0	0	0	0	0	0	0	0
100132439	NA	NA	10	5	42	22	43	8	38	13	37	35
100132460	NA	NA	4	6	54	21	69	19	89	9	75	36
100132463	ENSG00000185758	CLDN24	2	0	0	1	0	0	0	0	1	0
100132464	ENSG00000205865	FAM99B	0	0	0	0	0	0	0	0	0	0
100132464	ENSG00000281783	FAM99B	0	0	0	0	0	0	0	0	0	0
100132464	ENSG00000281829	FAM99B	0	0	0	0	0	0	0	0	0	0
100132472	NA	NA	0	2	7	0	6	1	3	0	6	2
100132476	ENSG00000240871	KRTAP4-7	0	0	0	0	0	0	0	0	0	0
100132481	NA	NA	0	2	4	0	10	0	10	0	30	0
100132501	NA	LINC01415	117	179	279	189	585	40	704	159	657	1479
100132506	NA	NA	0	0	0	0	0	0	0	0	0	0
100132526	ENSG00000275340	FGD5P1	51	25	86	210	176	5	274	95	218	248
100132529	ENSG00000260886	TAT-AS1	6	2	3	0	9	6	11	0	1	1
100132565	ENSG00000153684	GOLGA8F	3	7	11	6	12	3	11	20	11	6
100132565	ENSG00000276896	GOLGA8F	3	7	11	6	12	3	11	20	11	6
100132565	ENSG00000278310	GOLGA8F	3	7	11	6	12	3	11	20	11	6
100132581	NA	NA	0	0	0	0	1	0	0	0	0	1
100132596	ENSG00000288621	XGY2	0	0	0	0	0	0	0	0	0	0
100132596	ENSG00000124343	XGY2	0	0	0	0	0	0	0	0	0	0
100132618	NA	ZRANB2-AS1	19	121	517	55	828	14	627	131	697	476
100132625	NA	NA	68	117	329	94	282	43	270	104	259	184
100132653	NA	NA	0	0	0	0	0	0	0	0	0	0
100132705	NA	NA	1	0	3	2	2	0	3	2	3	5
100132707	NA	PAXIP1-AS2	131	192	216	168	240	132	249	103	265	191
100132708	ENSG00000214081	CYP4F30P	0	0	0	0	1	0	0	1	0	0
100132713	NA	NA	0	0	4	0	3	0	0	0	0	0
100132724	NA	DCAF13P3	32	41	181	19	194	4	227	35	211	144
100132726	NA	NA	67	78	104	71	144	28	94	60	133	70
100132733	NA	ANKRD20A13P	22	27	75	17	84	4	39	8	25	310
100132738	NA	NA	2	10	0	8	5	6	9	11	68	12
100132741	NA	LOC100132741	5	3	1	0	0	0	0	1	0	0
100132774	NA	KDM4A-AS1	33	72	196	77	214	23	198	97	230	176
100132781	NA	LOC100132781	1	19	60	9	61	0	62	21	65	77
100132813	NA	LOC100132813	110	200	156	212	621	6	1014	313	593	734
100132815	NA	IPO5P1	588	755	5381	945	6101	203	4912	966	4697	3767
100132831	NA	TNIP2P1	3	5	4	3	11	1	10	1	8	11
100132832	NA	PMS2P9	25	43	87	53	128	2	144	42	164	106
100132858	NA	NA	2	0	3	3	1	0	1	6	5	3
100132859	NA	NA	12	8	33	20	25	2	44	19	26	13
100132891	ENSG00000235531	MSC-AS1	439	1059	9	667	48	182	71	906	14	16
100132900	NA	NA	0	0	0	0	0	0	0	0	0	0
100132909	NA	NA	283	624	3134	503	3239	202	3306	459	3261	2241
100132911	NA	DPH3P1	146	237	258	206	310	200	403	148	382	381
100132913	NA	NA	21	4	4	30	7	0	12	4	6	96
100132916	ENSG00000145642	SHISAL2B	5	2	0	1	23	2	32	2	24	10
